game_index,decision_index,elapsed_ms,eligible,search_begin_ok,visits
11,22,704.7230,1,1,81
11,23,703.9170,1,1,95
11,24,702.3761,1,1,94
11,25,0.9485,0,0,0
11,26,704.0734,1,1,89
11,27,1.6899,0,0,0
11,28,710.4146,1,1,61
11,29,704.7305,1,1,56
11,30,1.4629,0,0,0
11,31,706.9000,1,1,56
11,32,1.0691,0,0,0
11,33,702.1577,1,1,57
11,34,704.5130,1,1,57
11,35,705.9593,1,1,57
11,36,1.4432,0,0,0
11,37,711.4317,1,1,60
11,38,707.6660,1,1,70
11,39,706.1381,1,1,71
11,40,1.1649,0,0,0
11,41,714.1840,1,1,53
11,42,1.7127,0,0,0
11,43,703.1079,1,1,56
11,44,711.3466,1,1,56
11,45,1.3733,0,0,0
11,46,711.6968,1,1,71
11,47,713.3202,1,1,74
11,48,706.2421,1,1,73
11,49,1.3049,0,0,0
11,50,707.3494,1,1,57
11,51,1.2222,0,0,0
11,52,713.2314,1,1,57
11,53,713.6534,1,1,54
11,54,2.9223,0,0,0
11,55,1.1166,0,0,0
11,56,1.9072,0,0,0
11,57,713.3373,1,1,51
11,58,3.4760,0,0,0
11,59,713.6917,1,1,52
11,60,702.8333,1,1,53
11,61,713.6618,1,1,54
12,0,0.1868,0,0,0
12,1,1.2632,0,0,0
12,2,705.3690,1,1,105
12,3,700.9712,1,1,115
12,4,1.0857,0,0,0
12,5,701.8176,1,1,156
12,6,702.8301,1,1,153
12,7,707.9860,1,1,86
12,8,1.4506,0,0,0
12,9,1.0389,0,0,0
12,10,704.6135,1,1,91
12,11,703.0451,1,1,94
12,12,706.1520,1,1,97
12,13,702.7992,1,1,99
12,14,704.6318,1,1,106
12,15,1.0139,0,0,0
12,16,703.8379,1,1,113
12,17,1.1792,0,0,0
12,18,0.8112,0,0,0
12,19,703.8275,1,1,116
12,20,706.4508,1,1,64
12,21,702.8504,1,1,46
12,22,704.2210,1,1,67
12,23,704.3715,1,1,63
12,24,708.9081,1,1,67
12,25,702.0891,1,1,67
12,26,1.5289,0,0,0
12,27,1.3349,0,0,0
12,28,1.5444,0,0,0
12,29,701.4447,1,1,75
12,30,1.0531,0,0,0
12,31,702.4320,1,1,58
12,32,702.0130,1,1,58
12,33,1.1523,0,0,0
12,34,704.2482,1,1,58
12,35,707.0656,1,1,60
12,36,705.5553,1,1,60
12,37,1.0811,0,0,0
12,38,703.5742,1,1,61
12,39,709.5630,1,1,59
12,40,1.2180,0,0,0
12,41,1.3372,0,0,0
12,42,705.8351,1,1,59
12,43,1.2404,0,0,0
12,44,1.5591,0,0,0
12,45,709.9016,1,1,68
12,46,1.1305,0,0,0
12,47,703.4591,1,1,69
12,48,1.6445,0,0,0
12,49,706.1822,1,1,88
12,50,1.2734,0,0,0
12,51,708.2652,1,1,93
12,52,1.2627,0,0,0
12,53,704.1122,1,1,97
12,54,704.5110,1,1,100
12,55,1.1847,0,0,0
12,56,711.1162,1,1,79
12,57,1.2494,0,0,0
12,58,1.5985,0,0,0
12,59,704.2076,1,1,90
12,60,1.5019,0,0,0
12,61,1.2329,0,0,0
12,62,1.2293,0,0,0
12,63,1.0705,0,0,0
12,64,1.2068,0,0,0
12,65,1.4263,0,0,0
13,0,0.2148,0,0,0
13,1,0.7702,0,0,0
13,2,704.0375,1,1,145
13,3,708.0519,1,1,73
13,4,1.2494,0,0,0
13,5,1.1278,0,0,0
13,6,705.2497,1,1,77
13,7,703.8262,1,1,75
13,8,0.9108,0,0,0
13,9,706.6154,1,1,66
13,10,0.8924,0,0,0
13,11,1.0386,0,0,0
13,12,1.4062,0,0,0
13,13,711.3840,1,1,66
13,14,701.8757,1,1,65
13,15,1.4732,0,0,0
13,16,701.0416,1,1,67
13,17,1.3153,0,0,0
13,18,711.0356,1,1,66
13,19,1.0936,0,0,0
13,20,707.4006,1,1,65
13,21,708.9208,1,1,64
13,22,0.9434,0,0,0
13,23,1.3143,0,0,0
13,24,707.1833,1,1,63
13,25,0.9778,0,0,0
13,26,0.8936,0,0,0
13,27,703.3399,1,1,62
13,28,710.6078,1,1,60
13,29,1.1131,0,0,0
13,30,1.6689,0,0,0
13,31,705.8037,1,1,136
13,32,703.2090,1,1,140
13,33,701.8692,1,1,51
13,34,711.1213,1,1,56
13,35,704.2798,1,1,56
13,36,1.3811,0,0,0
13,37,704.9509,1,1,60
